timestep,source,target,unit,IsTruck
1043,86,167,1,1
1044,-211,18,1,0
1045,-85,18,1,0
1046,38,156,1,1
1046,-71,313,1,0
1046,-85,74,1,0
1048,85,58,1,1
1049,-95,366,1,0
1049,-95,208,1,0
1049,-85,246,1,0
1050,-316,45,1,0
1050,71,58,1,1
1050,-71,214,1,0
1051,-71,313,1,0
1052,-301,74,1,0
1054,256,98,1,1
1055,-71,110,1,0
1055,71,79,1,1
1056,38,206,1,1
1058,256,273,1,1
1059,-71,79,1,0
1059,-85,58,1,0
1059,-204,156,1,0
1061,-225,259,1,0
1062,71,196,1,1
1062,-211,167,1,0
1065,204,246,1,1
1065,-85,74,1,0
1066,-225,246,1,0
1068,-85,74,1,0
1068,-71,214,1,0
1068,-71,18,1,0
1068,-95,259,1,0
1069,-225,156,1,0
1070,-95,156,1,0
1071,-225,259,1,0
1072,211,206,1,1
1072,290,366,1,1
1073,-225,366,1,0
1073,-38,167,1,0
1074,-162,366,1,0
1075,-301,240,1,0
1075,-301,214,1,0
1075,-38,208,1,0
1077,-225,259,1,0
1078,-86,208,1,0
1080,-71,196,1,0
1080,-290,167,1,0
1082,-38,167,1,0
1082,-85,246,1,0
1083,-85,196,1,0
1083,-283,74,1,0
1083,-86,45,1,0
1084,-38,167,1,0
1085,276,167,1,1
1086,-71,273,1,0
1087,-38,275,1,0
1087,-85,74,1,0
1089,-225,156,1,0
1089,-86,18,1,0
1089,-283,221,1,0
1090,-283,221,1,0
1091,-15,45,1,0
1091,-85,246,1,0
1092,71,240,1,1
1092,-85,246,1,0
1092,-95,74,1,0
1092,-316,45,1,0
1093,-38,167,1,0
1093,-283,313,1,0
1093,-71,240,1,0
1093,-283,221,1,0
1093,-204,156,1,0
1093,-71,313,1,0
1094,290,167,1,1
1094,-38,167,1,0
1097,-38,167,1,0
1097,-125,196,1,0
1097,-162,366,1,0
1098,-85,246,1,0
1100,225,270,1,1
1102,-316,273,1,0
1102,-256,79,1,0
1102,-85,313,1,0
1103,-38,206,1,0
1103,-95,156,1,0
1103,-225,221,1,0
1103,-225,156,1,0
1104,-85,313,1,0
1105,-225,366,1,0
1105,71,45,1,1
1106,225,221,1,1
1107,-38,167,1,0
1107,-71,196,1,0
1108,271,58,1,1
1108,95,366,1,1
1110,-204,259,1,0
1110,-71,196,1,0
1112,-71,58,1,0
1112,-225,259,1,0
1113,-71,313,1,0
1113,-71,58,1,0
1114,-95,246,1,0
1116,-38,157,1,0
1118,86,206,1,1
1118,-71,273,1,0
1121,-316,45,1,0
1122,-38,167,1,0
1124,-316,79,1,0
1124,71,273,1,1
1128,-71,313,1,0
1129,-71,214,1,0
1132,125,18,1,1
1133,71,273,1,1
1133,85,214,1,1
1134,241,58,1,1
1136,71,240,1,1
1139,-256,273,1,0
1139,85,246,1,1
1139,-86,196,1,0
1140,-271,79,1,0
1141,-290,206,1,0
1142,-86,208,1,0
1145,-225,259,1,0
1145,-38,167,1,0
1145,-95,208,1,0
1145,-204,221,1,0
1145,-225,259,1,0
1145,-85,74,1,0
1146,-204,366,1,0
1148,-204,167,1,0
1149,271,58,1,1
1150,38,221,1,1
1152,-225,157,1,0
1153,-162,366,1,0
1153,-95,208,1,0
1154,-85,196,1,0
1155,-38,275,1,0
1156,-85,246,1,0
1157,162,366,1,1
1159,-38,167,1,0
1159,-71,313,1,0
1159,-38,167,1,0
1160,-290,275,1,0
1161,-204,203,1,0
1161,-95,246,1,0
1162,-71,79,1,0
1162,-225,157,1,0
1162,-316,196,1,0
1164,-38,208,1,0
1165,-204,167,1,0
1166,-38,206,1,0
1168,-85,240,1,0
1168,-125,79,1,0
1169,-283,203,1,0
1169,85,74,1,1
1169,-38,208,1,0
1171,-283,221,1,0
1172,-38,208,1,0
1173,-95,208,1,0
1174,-38,167,1,0
1175,-204,259,1,0
1176,71,45,1,1
1177,-71,313,1,0
1177,-71,240,1,0
1178,-204,156,1,0
1179,-95,208,1,0
1179,-125,45,1,0
1180,-38,167,1,0
1181,162,221,1,1
1181,241,110,1,1
1182,-316,208,1,0
1183,-71,313,1,0
1184,-283,221,1,0
1185,-71,240,1,0
1186,-71,240,1,0
1187,-85,74,1,0
1190,-85,246,1,0
1191,-283,246,1,0
1191,-283,221,1,0
1191,-85,273,1,0
1193,-225,270,1,0
1194,-204,156,1,0
1195,-283,240,1,0
1198,-283,221,1,0
1199,-162,259,1,0
1199,-71,313,1,0
1201,204,157,1,1
1201,-85,74,1,0
1201,-211,45,1,0
1202,-71,313,1,0
1203,-71,214,1,0
1203,-290,74,1,0
1204,-283,221,1,0
1205,-316,273,1,0
1206,-95,366,1,0
1206,-290,167,1,0
1207,-283,221,1,0
1208,-85,240,1,0
1210,-95,259,1,0
1210,-95,156,1,0
1212,-71,313,1,0
1212,162,366,1,1
1212,290,206,1,1
1213,-38,366,1,0
1213,-211,167,1,0
1214,-225,157,1,0
1217,-204,167,1,0
1217,-38,208,1,0
1218,-223,270,1,0
1218,95,366,1,1
1218,-225,221,1,0
1219,-283,246,1,0
1220,-71,18,1,0
1221,-85,74,1,0
1222,-283,203,1,0
1223,85,246,1,1
1224,-316,196,1,0
1225,-225,203,1,0
1226,-204,270,1,0
1226,-38,167,1,0
1226,86,156,1,1
1226,-301,273,1,0
1228,-38,167,1,0
1228,-38,167,1,0
1229,-162,246,1,0
1229,-256,273,1,0
1229,-271,246,1,0
1229,-71,313,1,0
1231,-316,273,1,0
1235,-225,74,1,0
1237,-71,18,1,0
1237,-225,74,1,0
1238,-260,196,1,0
1238,-85,246,1,0
1238,-85,74,1,0
1240,-225,157,1,0
1241,-271,240,1,0
1243,-225,157,1,0
1244,-71,18,1,0
1245,-71,214,1,0
1246,-225,246,1,0
1246,-162,366,1,0
1247,-283,270,1,0
1248,-85,246,1,0
1249,-204,366,1,0
1251,-38,167,1,0
1252,-71,313,1,0
1253,-204,208,1,0
1253,-225,74,1,0
1254,-38,156,1,0
1255,-225,74,1,0
1256,71,313,1,1
1257,283,74,1,1
1257,86,206,1,1
1259,85,74,1,1
1263,-225,366,1,0
1263,-225,259,1,0
1265,290,45,1,1
1265,-95,156,1,0
1267,-85,246,1,0
1267,-211,206,1,0
1268,-204,156,1,0
1269,-38,167,1,0
1269,316,273,1,1
1271,-71,273,1,0
1272,-85,246,1,0
1273,86,206,1,1
1273,-95,246,1,0
1274,-71,58,1,0
1275,-162,366,1,0
1275,-38,270,1,0
1275,-85,214,1,0
1276,290,206,1,1
1278,71,214,1,1
1278,-95,259,1,0
1279,-86,273,1,0
1280,-290,156,1,0
1280,-301,313,1,0
1281,-38,206,1,0
1281,95,366,1,1
1282,-71,240,1,0
1283,-125,79,1,0
1284,-162,259,1,0
1289,-71,240,1,0
1289,-71,79,1,0
1289,-204,366,1,0
1290,-71,58,1,0
1290,-225,259,1,0
1291,-204,208,1,0
1291,-71,240,1,0
1292,-86,206,1,0
1294,-316,18,1,0
1294,-283,221,1,0
1295,-38,275,1,0
1295,71,214,1,1
1297,-290,156,1,0
1303,-283,221,1,0
1305,-85,240,1,0
1305,-85,246,1,0
1306,-85,246,1,0
1306,-316,156,1,0
1306,-71,240,1,0
1307,-71,58,1,0
1307,-162,259,1,0
1308,-290,167,1,0
1309,-85,240,1,0
1309,-223,270,1,0
1310,-71,58,1,0
1311,-225,240,1,0
1311,-38,208,1,0
1312,-71,58,1,0
1312,-95,366,1,0
1313,-85,246,1,0
1314,-71,45,1,0
1314,-71,110,1,0
1315,-95,270,1,0
1316,-38,167,1,0
1318,-162,259,1,0
1319,-225,157,1,0
1319,-71,313,1,0
1321,-71,240,1,0
1321,-38,167,1,0
1322,-85,74,1,0
1323,71,240,1,1
1323,-71,58,1,0
1323,71,240,1,1
1324,-225,156,1,0
1324,-283,221,1,0
1324,-241,110,1,0
1325,-71,240,1,0
1325,-125,79,1,0
1327,-38,167,1,0
1327,-71,273,1,0
1328,211,208,1,1
1328,-38,270,1,0
1329,-225,259,1,0
1329,-71,58,1,0
1329,-211,45,1,0
1329,-283,221,1,0
1330,-211,45,1,0
1330,-85,246,1,0
1331,-225,156,1,0
1331,-162,74,1,0
1331,-85,74,1,0
1333,-85,196,1,0
1333,204,208,1,1
1333,-85,214,1,0
1334,-316,206,1,0
1335,-316,79,1,0
1337,38,167,1,1
1337,-38,167,1,0
1339,316,273,1,1
1339,-85,74,1,0
1340,-283,203,1,0
1340,85,313,1,1
1342,-316,18,1,0
1342,-71,79,1,0
1343,-85,246,1,0
1344,-38,167,1,0
1344,-95,156,1,0
1344,-204,221,1,0
1344,-225,259,1,0
1344,290,156,1,1
1345,-38,203,1,0
1347,-95,156,1,0
1347,-225,156,1,0
1349,316,208,1,1
1349,283,203,1,1
1349,-86,18,1,0
1350,-38,208,1,0
1350,-71,196,1,0
1350,204,221,1,1
1351,-71,240,1,0
1351,-271,313,1,0
1351,-125,196,1,0
1354,-38,167,1,0
1356,-162,221,1,0
1356,290,45,1,1
1357,-283,270,1,0
1358,-204,259,1,0
1359,-71,110,1,0
1359,38,167,1,1
1359,-225,156,1,0
1359,-85,110,1,0
1362,-71,313,1,0
1364,-204,167,1,0
1365,-85,58,1,0
1365,-71,58,1,0
1365,-71,240,1,0
1366,-71,214,1,0
1367,-95,246,1,0
1369,38,208,1,1
1369,-85,246,1,0
1370,-38,167,1,0
1370,-38,167,1,0
1372,-71,196,1,0
1374,-71,240,1,0
1374,-85,58,1,0
1375,-85,74,1,0
1375,-38,167,1,0
1379,-290,45,1,0
1380,-204,208,1,0
1380,-223,240,1,0
1380,-71,240,1,0
1381,-283,74,1,0
1381,-283,203,1,0
1382,204,270,1,1
1384,-95,157,1,0
1384,-211,45,1,0
1385,-204,246,1,0
1386,-316,196,1,0
1386,-38,167,1,0
1386,-290,45,1,0
1388,-316,18,1,0
1390,-271,58,1,0
1390,-85,58,1,0
1393,38,221,1,1
1395,-225,240,1,0
1397,-290,45,1,0
1398,316,196,1,1
1398,-71,313,1,0
1399,-71,79,1,0
1399,-95,221,1,0
1400,-95,221,1,0
1400,-225,366,1,0
1401,-290,45,1,0
1401,-95,156,1,0
1405,-290,157,1,0
1406,-38,167,1,0
1409,-125,313,1,0
1409,-225,366,1,0
1409,-85,58,1,0
1410,-241,18,1,0
1412,-225,156,1,0
1413,86,196,1,1
1415,-38,167,1,0
1415,-241,206,1,0
1416,-223,270,1,0
1417,-223,214,1,0
1417,-85,240,1,0
1417,-95,208,1,0
1418,-71,273,1,0
1419,-71,58,1,0
1422,-162,259,1,0
1423,-85,246,1,0
1423,-38,275,1,0
1423,-71,273,1,0
1423,-225,246,1,0
1424,-71,214,1,0
1424,-71,45,1,0
1426,-85,74,1,0
1427,-86,196,1,0
1428,-204,167,1,0
1428,-85,246,1,0
1431,211,167,1,1
1432,-162,270,1,0
1433,-125,313,1,0
1433,-283,246,1,0
1434,-225,366,1,0
1434,-316,45,1,0
1435,-211,45,1,0
1435,-71,196,1,0
1436,-316,167,1,0
1436,-316,275,1,0
1438,-225,270,1,0
1438,-211,18,1,0
1438,-71,240,1,0
1439,71,196,1,1
1439,-71,214,1,0
1439,-204,157,1,0
1441,-71,313,1,0
1441,85,246,1,1
1444,-125,313,1,0
1446,-301,18,1,0
1446,-162,246,1,0
1447,-95,221,1,0
1449,-283,221,1,0
1449,-204,208,1,0
1450,290,45,1,1
1450,-316,79,1,0
1451,-162,74,1,0
1452,-256,313,1,0
1452,-290,45,1,0
1453,-241,18,1,0
1453,316,196,1,1
1454,-85,246,1,0
1454,-162,221,1,0
1455,-204,208,1,0
1455,-225,259,1,0
1456,-85,246,1,0
1456,-85,79,1,0
1456,71,240,1,1
1457,-71,273,1,0
1457,-71,214,1,0
1458,-283,221,1,0
1458,-71,273,1,0
1459,-71,313,1,0
1459,-95,259,1,0
1459,-290,45,1,0
1464,-71,240,1,0
1464,-283,240,1,0
1466,-71,196,1,0
1466,-85,240,1,0
1467,-38,208,1,0
1467,-95,259,1,0
1467,-204,167,1,0
1468,-38,208,1,0
1469,-256,45,1,0
1470,71,196,1,1
1470,-71,240,1,0
1471,-85,240,1,0
1472,-71,240,1,0
1473,-316,196,1,0
1473,-71,18,1,0
1473,-71,58,1,0
1474,-283,246,1,0
1474,-211,208,1,0
1476,-38,156,1,0
1477,-256,79,1,0
1477,-86,196,1,0
1478,38,221,1,1
1479,-86,196,1,0
1479,-225,259,1,0
1479,283,240,1,1
1481,-225,221,1,0
1484,-276,246,1,0
1486,-38,167,1,0
1487,-71,58,1,0
1488,-204,156,1,0
1489,-38,167,1,0
1489,-290,18,1,0
1491,-71,110,1,0
1491,-316,18,1,0
1492,-162,366,1,0
1493,-85,58,1,0
1494,204,208,1,1
1495,-85,246,1,0
1495,-85,246,1,0
1497,-71,58,1,0
1497,-71,214,1,0
1497,-290,45,1,0
1501,-125,214,1,0
1501,71,240,1,1
1501,-86,196,1,0
1502,86,273,1,1
1503,-162,366,1,0
1504,-290,208,1,0
1504,71,240,1,1
1505,-85,240,1,0
1506,-71,273,1,0
1506,-85,246,1,0
1508,-223,74,1,0
1509,-162,203,1,0
1510,-38,208,1,0
1511,-38,366,1,0
1511,-85,58,1,0
1511,-316,157,1,0
1512,71,196,1,1
1513,-283,221,1,0
1514,-225,246,1,0
1514,-225,246,1,0
1514,162,270,1,1
1515,290,206,1,1
1516,-85,74,1,0
1518,-71,240,1,0
1519,-241,110,1,0
1520,316,206,1,1
1521,95,74,1,1
1521,316,206,1,1
1523,-85,246,1,0
1524,71,45,1,1
1526,-71,110,1,0
1527,-204,270,1,0
1528,-38,156,1,0
1530,-223,270,1,0
1534,-283,270,1,0
1536,-38,157,1,0
1536,-86,208,1,0
1536,-162,58,1,0
1536,-225,259,1,0
1537,-38,167,1,0
1537,-86,273,1,0
1538,71,240,1,1
1538,-38,167,1,0
1539,-162,259,1,0
1540,-162,366,1,0
1540,-162,259,1,0
1540,-86,45,1,0
1540,-71,313,1,0
1542,-38,157,1,0
1542,271,240,1,1
1543,-38,167,1,0
1545,-211,45,1,0
1545,-85,246,1,0
1545,-86,206,1,0
1547,-71,58,1,0
1548,-71,313,1,0
1549,-316,196,1,0
1549,-71,313,1,0
1550,-71,273,1,0
1550,-71,240,1,0
1553,-86,18,1,0
1553,-71,273,1,0
1554,-95,259,1,0
1555,-204,366,1,0
1555,-241,273,1,0
1556,-283,221,1,0
1556,-71,273,1,0
1556,162,246,1,1
1558,38,221,1,1
1560,316,196,1,1
1561,-71,79,1,0
1562,-290,45,1,0
1562,-283,221,1,0
1563,-71,79,1,0
1564,-95,208,1,0
1565,-211,45,1,0
1565,-71,240,1,0
1566,-85,240,1,0
1567,-71,79,1,0
1568,-204,203,1,0
1568,-290,366,1,0
1569,-204,366,1,0
1569,-276,156,1,0
1569,-283,221,1,0
1569,-38,206,1,0
1570,-38,366,1,0
1570,-71,110,1,0
1571,-223,270,1,0
1572,-71,18,1,0
1573,-71,240,1,0
1573,-86,18,1,0
1574,-125,214,1,0
1577,-71,240,1,0
1578,-162,221,1,0
1578,-95,203,1,0
1580,-225,270,1,0
1581,-38,156,1,0
1582,85,313,1,1
1585,-283,203,1,0
1585,-316,79,1,0
1586,225,270,1,1
1586,-71,240,1,0
1587,-162,246,1,0
1589,-85,74,1,0
1590,-211,275,1,0
1591,-95,246,1,0
1595,85,196,1,1
1597,-38,157,1,0
1598,-290,18,1,0
1598,-38,167,1,0
1598,-38,208,1,0
1600,-71,58,1,0
1600,-204,156,1,0
1600,-85,74,1,0
1600,-38,167,1,0
1601,-38,206,1,0
1605,-86,196,1,0
1605,-71,240,1,0
1606,-290,45,1,0
1607,71,240,1,1
1607,-38,206,1,0
1607,-225,221,1,0
1608,-95,74,1,0
1608,-71,214,1,0
1609,-85,246,1,0
1610,-71,273,1,0
1611,38,206,1,1
1612,-276,203,1,0
1612,-225,203,1,0
1613,-71,79,1,0
1613,-204,167,1,0
1613,-71,196,1,0
1614,-316,18,1,0
1615,301,196,1,1
1615,-283,58,1,0
1616,-38,167,1,0
1616,-38,156,1,0
1619,-225,366,1,0
1619,-38,206,1,0
1622,71,240,1,1
1622,-38,206,1,0
1623,-71,214,1,0
1623,71,273,1,1
1623,-283,221,1,0
1625,-225,156,1,0
1625,-225,221,1,0
1626,71,45,1,1
1626,-95,366,1,0
1626,-85,74,1,0
1628,-290,18,1,0
1629,-283,74,1,0
1629,-85,246,1,0
1631,-316,273,1,0
1632,-162,366,1,0
1633,-85,74,1,0
1634,-301,313,1,0
1636,-71,214,1,0
1636,-95,156,1,0
1641,-225,259,1,0
1642,-204,208,1,0
1642,85,110,1,1
1643,-38,74,1,0
1644,-162,366,1,0
1644,15,366,1,1
1645,-204,208,1,0
1645,-223,74,1,0
1647,-38,208,1,0
1647,-225,156,1,0
1647,-71,313,1,0
1648,-125,45,1,0
1648,-95,208,1,0
1648,-38,208,1,0
1649,-95,156,1,0
1650,-256,79,1,0
1650,-316,18,1,0
1650,71,273,1,1
1651,-95,366,1,0
1652,-38,208,1,0
1654,-283,203,1,0
1655,-225,156,1,0
1655,301,74,1,1
1655,-225,240,1,0
1657,-86,45,1,0
1658,-283,246,1,0
1658,-95,208,1,0
1659,-225,366,1,0
1661,38,167,1,1
1664,-38,156,1,0
1664,-225,203,1,0
1665,85,74,1,1
1665,-225,366,1,0
1665,-276,259,1,0
1666,-316,79,1,0
1666,-85,240,1,0
1668,-95,156,1,0
1670,-86,275,1,0
1670,-204,221,1,0
1670,-38,366,1,0
1670,225,203,1,1
1671,125,273,1,1
1671,-71,45,1,0
1671,71,240,1,1
1672,-85,74,1,0
1672,-290,45,1,0
1673,-162,58,1,0
1673,-85,246,1,0
1674,-71,45,1,0
1674,-271,74,1,0
1674,-85,58,1,0
1677,-71,313,1,0
1677,-225,98,1,0
1679,71,240,1,1
1681,-71,110,1,0
1682,-283,203,1,0
1682,-38,167,1,0
1685,-38,206,1,0
1685,-95,208,1,0
1687,-316,18,1,0
1687,-85,246,1,0
1687,-204,167,1,0
1687,-283,221,1,0
1687,-71,214,1,0
1689,-225,259,1,0
1690,-162,270,1,0
1690,-86,196,1,0
1690,71,240,1,1
1691,85,74,1,1
1691,-162,221,1,0
1693,-38,208,1,0
1693,-204,203,1,0
1693,-225,366,1,0
1693,-85,240,1,0
1693,-85,110,1,0
1694,-316,18,1,0
1695,-85,246,1,0
1697,-225,366,1,0
1697,-301,58,1,0
1697,71,240,1,1
1698,-225,156,1,0
1698,-38,221,1,0
1699,71,214,1,1
1699,-71,110,1,0
1699,-256,196,1,0
1699,38,221,1,1
1700,276,156,1,1
1700,-85,110,1,0
1702,-71,79,1,0
1703,-95,366,1,0
1703,-71,273,1,0
1704,85,313,1,1
1706,-316,196,1,0
1706,-38,167,1,0
1706,-162,270,1,0
1707,-316,18,1,0
1707,95,156,1,1
1707,-85,74,1,0
1709,-125,313,1,0
1709,-85,246,1,0
1709,-225,157,1,0
1711,-38,259,1,0
1711,-316,167,1,0
1713,-241,313,1,0
1713,-95,221,1,0
1714,-225,366,1,0
1714,-85,240,1,0
1715,-162,259,1,0
1715,-204,208,1,0
1717,-71,313,1,0
1717,-276,203,1,0
1719,85,246,1,1
1721,-162,221,1,0
1722,-71,240,1,0
1723,-85,246,1,0
1725,-38,157,1,0
1725,-316,208,1,0
1725,-225,270,1,0
1725,-71,58,1,0
1725,-241,58,1,0
1726,-38,208,1,0
1727,-85,240,1,0
1728,162,240,1,1
1733,204,270,1,1
1733,-225,156,1,0
1734,-85,79,1,0
1734,-71,240,1,0
1734,-283,74,1,0
1735,-125,45,1,0
1737,-71,196,1,0
1740,-162,259,1,0
1740,-38,157,1,0
1742,-316,79,1,0
1742,-86,196,1,0
1743,-225,270,1,0
1743,-95,221,1,0
1745,-204,208,1,0
1746,-316,196,1,0
1748,-71,214,1,0
1748,-276,203,1,0
1748,38,366,1,1
1749,-71,313,1,0
1749,-316,45,1,0
1750,-316,18,1,0
1751,-86,167,1,0
1751,-85,246,1,0
1752,-283,79,1,0
1753,-316,18,1,0
1753,86,273,1,1
1754,95,208,1,1
1755,-290,206,1,0
1756,-86,206,1,0
1757,-38,246,1,0
1758,-283,270,1,0
1759,-316,167,1,0
1760,-316,196,1,0
1760,-283,221,1,0
1763,-211,18,1,0
1763,-316,18,1,0
1764,-290,167,1,0
1765,204,246,1,1
1765,15,206,1,1
1765,38,167,1,1
1765,-85,74,1,0
1766,-241,273,1,0
1766,-85,74,1,0
1766,-38,206,1,0
1767,-85,246,1,0
1767,-71,240,1,0
1768,290,18,1,1
1768,-162,203,1,0
1771,-71,79,1,0
1771,-290,208,1,0
1772,-225,259,1,0
1773,-241,110,1,0
1773,-283,270,1,0
1774,-71,313,1,0
1775,-38,167,1,0
1775,290,18,1,1
1779,-95,366,1,0
1780,-85,246,1,0
1780,-71,79,1,0
1781,-71,313,1,0
1781,-71,110,1,0
1782,-283,221,1,0
1783,71,240,1,1
1784,-71,240,1,0
1785,-86,208,1,0
1786,-71,313,1,0
1786,-225,270,1,0
1786,-225,74,1,0
1787,-38,270,1,0
1789,-71,214,1,0
1790,-85,74,1,0
1792,-85,74,1,0
1793,85,79,1,1
1794,276,208,1,1
1795,-225,259,1,0
1797,-71,58,1,0
1797,283,240,1,1
1798,-225,156,1,0
1798,-71,45,1,0
1799,-211,18,1,0
1800,-316,45,1,0
1801,-71,196,1,0
1801,-86,18,1,0
1802,290,208,1,1
1802,-86,18,1,0
1803,-283,221,1,0
1805,86,45,1,1
1805,-225,259,1,0
1807,-225,221,1,0
1807,-71,240,1,0
1808,-283,221,1,0
1808,-95,221,1,0
1809,-162,259,1,0
1810,-85,74,1,0
1810,-225,156,1,0
1811,-204,156,1,0
1812,-85,196,1,0
1812,-290,18,1,0
1813,-301,74,1,0
1814,211,98,1,1
1814,-225,366,1,0
1815,-95,214,1,0
1818,-225,259,1,0
1819,-301,240,1,0
1819,316,273,1,1
1820,-85,58,1,0
1820,-256,313,1,0
1820,-162,270,1,0
1823,-38,167,1,0
1823,-38,366,1,0
1824,-71,110,1,0
1825,-15,366,1,0
1825,-38,167,1,0
1827,-38,208,1,0
1828,-162,259,1,0
1828,-85,74,1,0
1829,-85,110,1,0
1829,-316,196,1,0
1830,-283,221,1,0
1830,-225,157,1,0
1832,-256,206,1,0
1833,-71,79,1,0
1833,-256,45,1,0
1834,-85,246,1,0
1834,-38,206,1,0
1835,-290,18,1,0
1836,-71,18,1,0
1837,-38,206,1,0
1837,-256,197,1,0
1838,-86,206,1,0
1838,-204,208,1,0
1839,86,273,1,1
1840,-38,208,1,0
1840,-38,208,1,0
1840,-211,45,1,0
1843,-316,45,1,0
1843,-225,156,1,0
1843,-86,208,1,0
1844,71,79,1,1
1845,71,240,1,1
1846,-85,74,1,0
1846,-38,167,1,0
1849,-71,240,1,0
1849,-38,167,1,0
1853,-38,167,1,0
1853,-85,74,1,0
1853,-162,259,1,0
1854,-204,208,1,0
1855,85,214,1,1
1857,-38,206,1,0
1857,-85,246,1,0
1857,-71,313,1,0
1857,-204,221,1,0
1858,-71,110,1,0
1859,-71,110,1,0
1860,-71,273,1,0
1862,-85,58,1,0
1862,-86,196,1,0
1863,-283,313,1,0
1864,-225,74,1,0
1867,85,246,1,1
1867,71,79,1,1
1869,-204,246,1,0
1869,-71,79,1,0
1870,-71,240,1,0
1870,225,156,1,1
1871,-85,246,1,0
1871,-86,196,1,0
1872,-241,313,1,0
1875,-85,240,1,0
1876,-71,240,1,0
1877,-283,270,1,0
1877,-162,366,1,0
1879,86,18,1,1
1879,-38,167,1,0
1880,290,18,1,1
1880,-85,240,1,0
1881,-38,167,1,0
1882,-204,208,1,0
1882,-71,273,1,0
1883,-204,167,1,0
1885,-71,18,1,0
1885,-71,240,1,0
1885,-316,206,1,0
1885,-290,156,1,0
1885,-162,366,1,0
1886,-85,246,1,0
1887,-85,313,1,0
1887,-38,208,1,0
1888,-271,74,1,0
1888,-86,208,1,0
1888,-38,167,1,0
1888,-225,366,1,0
1889,86,275,1,1
1890,-95,208,1,0
1893,-316,79,1,0
1896,-85,214,1,0
1896,-71,240,1,0
1897,-85,313,1,0
1897,-71,79,1,0
1898,86,206,1,1
1899,283,240,1,1
1899,-95,156,1,0
1901,-71,58,1,0
1903,38,366,1,1
1903,-71,18,1,0
1904,85,246,1,1
1905,71,110,1,1
1905,-38,206,1,0
1905,-38,157,1,0
1907,-95,208,1,0
1910,-204,167,1,0
1910,-225,259,1,0
1911,-71,79,1,0
1913,-38,206,1,0
1913,256,157,1,1
1915,-316,196,1,0
1915,-38,366,1,0
1916,-85,246,1,0
1916,85,246,1,1
1917,-85,240,1,0
1917,-204,208,1,0
1919,-71,240,1,0
1919,-271,240,1,0
1920,-211,206,1,0
1921,-71,79,1,0
1922,-204,167,1,0
1922,-38,208,1,0
1922,-211,156,1,0
1923,-71,313,1,0
1923,-71,196,1,0
1924,-225,366,1,0
1924,-290,45,1,0
1926,-85,79,1,0
1927,-71,58,1,0
1927,-204,208,1,0
1927,-86,273,1,0
1927,85,58,1,1
1928,-276,203,1,0
1930,-162,366,1,0
1932,-204,156,1,0
1933,-85,246,1,0
1934,-162,270,1,0
1935,-316,206,1,0
1935,-38,156,1,0
1936,-283,270,1,0
1936,85,18,1,1
1938,-38,167,1,0
1938,95,366,1,1
1939,-71,313,1,0
1940,-85,74,1,0
1940,-225,259,1,0
1940,-71,196,1,0
1942,-71,313,1,0
1942,-71,18,1,0
1943,-71,313,1,0
1943,-85,74,1,0
1944,-162,259,1,0
1944,71,313,1,1
1945,-85,313,1,0
1945,-71,58,1,0
1946,85,240,1,1
1947,-162,221,1,0
1948,-71,110,1,0
1949,-283,214,1,0
1950,-71,240,1,0
1950,-85,58,1,0
1950,-85,58,1,0
1950,-283,240,1,0
1951,-204,270,1,0
1952,71,313,1,1
1952,-316,273,1,0
1953,-290,270,1,0
1954,95,156,1,1
1955,-38,157,1,0
1956,-204,208,1,0
1957,-316,273,1,0
1957,-86,196,1,0
1958,-283,246,1,0
1958,-316,273,1,0
1960,225,246,1,1
1960,85,240,1,1
1961,-162,366,1,0
1962,-283,270,1,0
1962,-225,156,1,0
1963,-204,208,1,0
1963,-71,79,1,0
1964,-290,45,1,0
1966,-260,79,1,0
1966,-225,221,1,0
1968,-85,79,1,0
1969,283,270,1,1
1970,276,366,1,1
1970,-283,313,1,0
1976,225,156,1,1
1976,-225,156,1,0
1976,38,208,1,1
1978,85,240,1,1
1979,-225,156,1,0
1980,225,366,1,1
1981,-38,208,1,0
1981,-38,167,1,0
1985,38,167,1,1
1985,-71,58,1,0
1985,-204,208,1,0
1986,-225,74,1,0
1986,-211,18,1,0
1988,85,74,1,1
1989,-38,167,1,0
1991,162,270,1,1
1991,-86,196,1,0
1991,-225,156,1,0
1992,-241,313,1,0
1993,-85,110,1,0
1995,-38,206,1,0
1996,-38,156,1,0
1997,-225,221,1,0
1998,86,18,1,1
2001,85,196,1,1
2002,-71,45,1,0
2002,-85,74,1,0
2002,-204,366,1,0
2003,85,240,1,1
2003,-38,206,1,0
2004,-85,246,1,0
2004,-86,273,1,0
2007,-162,259,1,0
2007,-38,167,1,0
2010,290,206,1,1
2012,-38,167,1,0
2015,-95,208,1,0
2015,-71,214,1,0
2016,-162,259,1,0
2017,-162,259,1,0
2022,-38,366,1,0
2025,-86,196,1,0
2025,-71,110,1,0
2026,-15,45,1,0
2026,-95,208,1,0
2026,-225,203,1,0
2027,-71,240,1,0
2028,-301,74,1,0
2028,-71,214,1,0
2029,71,313,1,1
2029,-316,18,1,0
2030,-211,18,1,0
2031,-204,208,1,0
2032,-71,240,1,0
2032,-204,366,1,0
2033,-125,275,1,0
2033,-162,366,1,0
2033,-38,167,1,0
2034,-225,366,1,0
2035,-71,240,1,0
2035,-38,167,1,0
2036,225,221,1,1
2037,-162,259,1,0
