osmid,origin,destination,oneway,lanes,name,highway,maxspeed,length,road_class,capacity,wkt
509,130,132,True,2,highway,motorway_link,16.67,240.74,9,2500,"LINESTRING (405565.026010005 3385237.8650493743, 405495.1480588248 3385295.808226643, 405381.9427767128 3385394.307626402)"
510,132,133,True,1,highway,motorway_link,16.67,70.42,9,2500,"LINESTRING (405376.0704277721 3385398.9094671384, 405329.091636255 3385431.9526844244, 405318.25730252144 3385439.175573581)"
511,94,134,True,5,highway,motorway,20.3,49.45,14,2100,"LINESTRING (407708.8535410274 3384094.5477224677, 407662.4849936085 3384111.794621226)"
512,134,8,True,5,highway,motorway,20.3,514.35,14,2100,"LINESTRING (407655.07202842244 3384114.555725668, 407653.151260114 3384115.2760137822, 407560.6842733198 3384146.4985027774, 407361.2444974079 3384215.2259937725, 407168.3673465466 3384281.5225123786)"
513,126,112,True,1,highway,motorway_link,16.67,394.47,9,2500,"LINESTRING (411360.3441372764 3407408.9734923034, 411368.6574626061 3407445.237998105, 411377.0408159484 3407465.7462013867, 411393.99759866105 3407488.6753730546, 411416.6466582847 3407510.854244602, 411461.1744694102 3407546.3384382804, 411537.25490158383 3407603.551323432, 411549.1896754922 3407612.084736797, 411564.5658259523 3407623.439278615, 411590.1260500421 3407638.555325032, 411611.06442539307 3407647.8490425185, 411646.6286510826 3407656.202383856)"
514,130,100,True,1,highway,motorway_link,16.67,452.37,9,2500,"LINESTRING (405565.20608203445 3385249.6197512555, 405563.10524169926 3385260.4240729827, 405566.06642617215 3385279.431676024, 405575.67026770895 3385292.5569261247, 405591.54661824903 3385304.041519961, 405609.003601042 3385306.7926204014, 405628.35134013765 3385303.851443931, 405638.30532173 3385299.229595191, 405644.81792677304 3385293.307226243, 405656.15246058546 3385277.7309957524, 405659.1136450593 3385258.103144612, 405654.3317322946 3385242.616950135, 405645.60824290046 3385225.4700913923, 405625.4501796741 3385203.5813358906, 405542.8571424582 3385126.150363503, 405459.97398919694 3385050.970291475)"
515,119,109,True,1,highway,motorway_link,16.67,402.11,9,4000,"LINESTRING (410994.897958803 3407677.881055324, 411046.89875912445 3407668.947481895, 411075.7302917368 3407656.202383857, 411113.5754297923 3407635.023912466, 411132.0428167483 3407619.5577259944, 411145.10804283735 3407609.563728394, 411238.9855938589 3407530.702183779, 411270.83833495656 3407500.9702910203, 411291.9967983422 3407470.988298224, 411298.329331354 3407440.426073334)"
516,135,136,True,3,highway,motorway,20.3,472.31,14,2100,"LINESTRING (423634.243697156 3389326.450483462, 423640.5862341712 3389126.870651533, 423640.63625417964 3388991.356445854, 423640.4661861518 3388928.061127728, 423637.85514173465 3388893.1571661443, 423633.84353709285 3388854.361647936)"
517,137,17,True,1,highway,motorway_link,16.67,274.15,9,4000,"LINESTRING (423529.9619844706 3389089.7057855874, 423500.4901957563 3389059.4937007544, 423465.3361341299 3389033.373252577, 423432.41296486225 3389015.5361177223, 423410.35414133244 3389005.802224165, 423375.6702677834 3388996.758606718, 423360.95438142907 3388994.3876583385, 423345.0380148831 3388993.6173502156, 423285.30412132444 3388999.3796551377)"
518,138,139,True,3,highway,motorway,20.3,1457.23,14,2100,"LINESTRING (418100.5302117396 3383985.944281089, 418012.2749096187 3383964.6057456774, 417647.4689872474 3383907.973092616, 417259.1436571159 3383872.0187108633, 417076.9407759605 3383856.852644438, 417028.16126415617 3383852.791019788, 416875.9903958085 3383840.1359577626, 416655.39215651137 3383817.9870982193, 416653.73149224586 3383817.8770542033)"
519,140,141,True,3,highway,motorway,20.3,1461.12,14,2100,"LINESTRING (423825.0400156855 3393248.639358933, 423804.5418164038 3393060.09394077, 423767.73709451465 3392809.3936606618, 423750.51020375895 3392692.0867378963, 423735.37414933695 3392610.584136859, 423730.38215253793 3392583.6833765535, 423726.69067594805 3392563.8454413787, 423718.4773906334 3392512.3448411417, 423714.8559420535 3392488.785417373, 423710.7142853909 3392461.8746530674, 423618.9275707056 3391865.476093654, 423610.304121325 3391803.051123668)"
520,35,142,True,3,highway,motorway,20.3,427.33,14,2100,"LINESTRING (419508.88355307817 3405122.0387184387, 419680.36214451684 3404997.0387184415, 419846.48859509715 3404860.0939405323)"
521,142,143,True,3,highway,motorway,20.3,421.96,14,2100,"LINESTRING (419890.9463782102 3404818.057125808, 420055.9423766117 3404667.1167496606, 420192.4369744505 3404522.989098602)"
522,139,144,True,4,highway,motorway,20.3,39.02,14,2100,"LINESTRING (416645.7282909646 3383818.074633234, 416606.83523374214 3383814.6407596846)"
523,144,145,True,4,highway,motorway,20.3,190.57,14,2100,"LINESTRING (416598.9395754784 3383813.9429805735, 416533.773509053 3383808.1831766516, 416409.118647107 3383796.2484027436)"
524,145,80,True,3,highway,motorway,20.3,1217.68,14,2100,"LINESTRING (416401.18047183607 3383795.588138637, 416167.34693842387 3383779.04151999, 415944.4677867602 3383759.593740879, 415730.14205646754 3383742.5869381586, 415481.942776754 3383721.2484027436, 415187.1348535852 3383695.798222672)"
525,80,146,True,3,highway,motorway,20.3,1565.42,14,2100,"LINESTRING (415146.878751144 3383693.2672102684, 414904.8419364161 3383684.1635688115, 414884.283713126 3383684.0635287943, 414681.80272072856 3383686.464489179, 414641.63665430376 3383686.954685258, 414543.887554662 3383691.0263139103, 414429.6918763898 3383698.239199062, 414304.5418163655 3383708.7233927413, 414238.6454578219 3383714.5457216725, 414045.6382549412 3383731.612548402, 414025.9503797898 3383733.3532446804, 413755.11204445385 3383759.7237929003, 413693.7675066401 3383765.5561258327, 413627.36094401503 3383770.458086617, 413584.89395722 3383775.510107426)"
526,88,1,True,1,highway,motorway_link,16.67,481.48,9,2500,"LINESTRING (422241.9067623739 3402270.818230301, 422222.2789112342 3402251.180375158, 422204.4017603736 3402225.550123059, 422199.0996395246 3402189.7558053313, 422208.3833530102 3402163.2952211, 422227.81112411874 3402141.7866176586, 422255.52220855316 3402132.1627681185, 422289.6458580137 3402133.8034243803, 422325.730291786 3402144.437678082, 422343.8575426873 3402147.5189105743, 422354.76190443133 3402148.35924671, 422370.31812692015 3402148.029114655, 422387.7150857036 3402143.607345948, 422403.1512601738 3402137.9350770414, 422417.6670664964 3402130.8622479094, 422434.6938772212 3402118.767409976, 422443.7875146775 3402110.7842166983, 422500.17006769916 3402055.562127864, 422516.86674636963 3402042.8170298245)"
527,77,78,True,1,highway,motorway_link,16.67,236.24,9,4000,"LINESTRING (422248.37935140997 3402265.0459213774, 422264.1756699373 3402279.791819735, 422291.8067223586 3402302.6609673947, 422311.2945174778 3402316.536517614, 422346.12845105014 3402337.9550850396, 422362.9751897452 3402346.95868648, 422417.06682640075 3402366.496501606, 422453.4113642158 3402375.45008304)"
528,82,147,True,1,highway,motorway_link,16.67,181.85,9,4000,"LINESTRING (414904.45178035303 3383701.4304755745, 414884.6038411776 3383701.9206716525, 414853.3813521819 3383705.432076215, 414803.451380194 3383716.886658047, 414759.40376114676 3383732.292820512, 414730.3221284917 3383747.3688509245)"
529,147,89,True,1,highway,motorway_link,16.67,81.41,9,4000,"LINESTRING (414731.0624246107 3383748.7894191504, 414715.56622613105 3383756.8226324366, 414702.03081196535 3383766.5565259936, 414694.70788279315 3383771.828634836, 414678.9015602647 3383783.1931806547, 414665.066026051 3383795.958286698)"
530,148,146,True,1,highway,motorway_link,16.67,343.55,9,2500,"LINESTRING (413928.65146022174 3383762.945081415, 413746.4585830702 3383768.7173903375, 413686.8847535385 3383774.22959522, 413618.16726654244 3383781.1423603264, 413585.67426934355 3383782.142760487)"
531,61,148,True,1,highway,motorway_link,16.67,96.6,9,2500,"LINESTRING (414025.20007966936 3383754.7217921, 413956.0024005988 3383761.1543651302, 413928.9115642626 3383762.8650494027)"
532,146,149,True,4,highway,motorway,20.3,18.54,14,2100,"LINESTRING (413568.9275706657 3383779.3241330357, 413550.3976586994 3383780.2119881776)"
533,149,150,True,4,highway,motorway,20.3,521.41,14,2100,"LINESTRING (413542.5270104396 3383780.5796352364, 413538.35534177255 3383780.772212267, 413020.9983989925 3383790.3860578085)"
534,150,151,True,3,highway,motorway,20.3,1914.35,14,2100,"LINESTRING (413013.38535377564 3383790.195981775, 412994.63785477565 3383788.8954615667, 412916.756702314 3383783.2432006635, 412780.3821524948 3383770.488098623, 412682.9331729008 3383759.2035848172, 412589.3757499313 3383745.0179105485, 412502.8611440883 3383731.1823763344, 412143.75750263035 3383661.4644891806, 411921.35854304535 3383622.048722875, 411465.99639818544 3383542.556926159, 411271.5486190735 3383515.1059457664, 411121.48859506275 3383502.050723679)"
535,152,153,True,1,highway,motorway_link,16.67,443.7,9,4000,"LINESTRING (398532.6230487899 3390977.9710916756, 398517.27691033424 3391040.5461216886, 398515.8763501106 3391068.9975022394, 398518.2573024916 3391088.3452413348, 398525.19007560075 3391112.6749732266, 398538.0852336637 3391142.396861982, 398576.58063182473 3391223.9594870294, 398604.56182430044 3391276.630555455, 398617.246898331 3391294.3076262837, 398631.51260461315 3391309.7037847475, 398653.54141613835 3391325.590139289, 398670.74829888984 3391335.0139087955, 398703.47138812556 3391345.678174502)"
536,154,155,True,1,highway,motorway_link,16.67,497.37,9,2500,"LINESTRING (398687.7951176183 3391416.9066658965, 398644.4777906866 3391413.385257333, 398611.5646254213 3391423.769410996, 398513.2653056923 3391481.4724922273, 398402.73109200585 3391546.668570655, 398369.0676266199 3391573.859447007, 398340.81632609916 3391606.952684302, 398305.83233250177 3391690.416069654)"
537,156,157,True,2,highway,motorway_link,16.67,226.6,9,4000,"LINESTRING (406850.2601036484 3385049.6997832726, 406922.86914726545 3385264.4456816255)"
538,158,156,True,2,highway,motorway_link,16.67,152.24,9,4000,"LINESTRING (406801.1004397825 3384905.552124211, 406813.2953177352 3384940.376053781, 406850.2601036484 3385049.6997832726)"
539,159,160,True,2,highway,motorway_link,16.67,30.06,9,2500,"LINESTRING (405282.9381748707 3384887.9850973994, 405290.8363341338 3384891.096341899, 405310.9393753515 3384898.959487157)"
540,160,161,True,2,highway,motorway_link,16.67,46.09,9,2500,"LINESTRING (405311.09943937743 3384899.024513167, 405343.36734653905 3384913.7353975205, 405352.551020009 3384919.1175503833)"
541,161,131,True,1,highway,motorway_link,16.67,636.47,9,2500,"LINESTRING (405358.5634249704 3384924.1495631863, 405468.137254503 3384998.589339095, 405710.2340932391 3385188.355245454, 405727.92116806936 3385197.538918923, 405748.15926330816 3385198.8594471337, 405769.3777507023 3385188.8354375307, 405779.64185634477 3385179.7117880713, 405784.76390516484 3385166.486497955, 405787.52500960685 3385154.6217520568, 405787.4649855962 3385137.2448012773, 405780.3021204502 3385123.6493631015, 405764.8859539847 3385109.3036248074, 405755.0520204109 3385103.631355899, 405741.64665826503 3385101.3704515374, 405727.82112805336 3385104.271612002)"
542,162,115,True,4,highway,motorway_link,16.67,228.37,9,2500,"LINESTRING (406898.4943973663 3385276.620551575, 406818.5949375824 3385062.5799353328)"
543,151,163,True,3,highway,motorway,20.3,457.45,14,2100,"LINESTRING (411072.5390152328 3383498.5893391245, 411058.51340498705 3383497.508906951, 410872.88915528625 3383488.285217476, 410615.22609005915 3383483.0731326435)"
544,163,164,True,4,highway,motorway,20.3,72.18,14,2100,"LINESTRING (410595.6432569257 3383482.9705916257, 410523.4568823753 3383481.17987534)"
545,164,165,True,4,highway,motorway,20.3,238.76,14,2100,"LINESTRING (410515.4861941021 3383480.982296307, 410276.7031808941 3383474.9798953487)"
546,165,6,True,3,highway,motorway,20.3,1554.37,14,2100,"LINESTRING (410268.72749061754 3383474.8698513294, 410265.35614207806 3383474.86985133, 410171.28851502674 3383472.5189109533, 410030.3421364753 3383468.93747838, 409866.2464982197 3383468.207186264, 409782.0028007395 3383471.5585267995, 409694.5778307522 3383479.4316760604, 409648.57943139155 3383484.943880942, 409578.30132014805 3383495.7982226782, 409522.939175288 3383505.24200019, 409477.350939994 3383515.1559657753, 409444.4377747283 3383522.9490830223, 409409.7539011784 3383532.292820517, 409359.70388117083 3383546.728594826, 409261.87474951777 3383575.6901794598, 408755.32212846715 3383751.6005436014)"
547,151,166,True,1,highway,motorway_link,16.67,484.56,9,4000,"LINESTRING (411072.17887117376 3383505.322032202, 411049.96998762066 3383505.5321162357, 410985.984393383 3383503.481295907, 410948.4093633704 3383503.281215875, 410919.4677867391 3383504.5117080724, 410898.2693073477 3383507.5329165542, 410876.7006798958 3383513.5853375234, 410856.20248061675 3383524.5297152735, 410835.4841933008 3383540.0559257576, 410818.1372545262 3383557.883056611, 410803.4113641694 3383574.4196712566, 410786.15446140873 3383597.1987828994, 410775.45017969597 3383618.7674103505, 410769.5978387592 3383639.305625637, 410765.72629013954 3383710.9742931016, 410762.6650656502 3383757.1127484823)"
548,166,167,True,2,highway,motorway_link,16.67,139.86,9,4000,"LINESTRING (410762.38495360536 3383764.920871733, 410761.7346935017 3383904.831836116)"
549,168,169,True,1,highway,motorway_link,16.67,203.92,9,4000,"LINESTRING (423625.76030379947 3389374.019511073, 423621.8587431744 3389326.770611513, 423619.53781480464 3389287.8950612945, 423617.1068424145 3389251.900663536, 423614.1256499391 3389224.5797351645, 423604.13165234006 3389189.8358376073, 423596.5786311296 3389173.569331004)"
550,169,137,True,2,highway,motorway_link,16.67,91.6,9,4000,"LINESTRING (423591.7517003576 3389166.9866979527, 423589.3557419746 3389161.8246331257, 423573.34933941276 3389136.234397032, 423536.4945975162 3389094.3876583385)"
551,168,135,True,3,highway,motorway,20.3,47.3,14,2100,"LINESTRING (423632.62304889713 3389374.039519075, 423634.23369315424 3389326.75060351)"
552,136,170,True,4,highway,motorway,20.3,122.79,14,2100,"LINESTRING (423632.98319295514 3388846.405965665, 423626.36054389505 3388787.4448812325, 423615.85634221474 3388729.8718520217, 423614.8359340511 3388724.99490124)"
553,170,171,True,3,highway,motorway,20.3,120.73,14,2100,"LINESTRING (423613.1952777882 3388717.1667699893, 423602.79111612355 3388667.606946061, 423586.4845935142 3388610.274012888, 423582.94317694963 3388600.3500433005)"
554,171,172,True,4,highway,motorway,20.3,38.81,14,2100,"LINESTRING (423573.5744294497 3388579.971892041, 423562.66506570304 3388542.71699008)"
555,172,173,True,4,highway,motorway,20.3,108.89,14,2100,"LINESTRING (423560.23409331415 3388535.51660993, 423540.30612212565 3388485.203984879, 423522.49899927655 3388445.598142544, 423517.33943545155 3388435.439078917)"
556,173,41,True,3,highway,motorway,20.3,4902.3,14,2100,"LINESTRING (423513.71548587177 3388428.3012237763, 423494.23769475566 3388389.955885641, 423441.3265302889 3388303.2512037707, 423388.1952777872 3388219.8078264208, 423334.0736291276 3388152.9510837262, 423266.20648226864 3388088.3152293856, 423090.54621816304 3387942.506906059, 422985.30412132345 3387862.3648492363, 422846.5286111191 3387756.1323562437, 422488.54541784077 3387494.2075863397, 422312.7150857068 3387369.917870456, 422142.2669064343 3387241.8966619745, 421953.7214882661 3387101.190379467, 421814.7158860249 3386981.8926603803, 421592.94717854075 3386767.456886075, 421292.0168063907 3386421.50850673, 421158.34333700244 3386235.674173001, 421056.092436642 3386070.047922505, 420845.5482189541 3385705.03191611, 420839.0256099101 3385693.717390298, 420759.84393724054 3385556.4224723354, 420648.1992793768 3385353.081135804, 420520.4481789361 3385148.579335089, 420508.3933570091 3385133.323232647, 420500.9603838187 3385123.9194711433, 420374.669867611 3384964.1855775896, 420324.78991563036 3384909.2936208076, 420258.45338101627 3384849.459687234)"
557,97,163,True,1,highway,motorway_link,16.67,165.38,9,2500,"LINESTRING (410730.12204844377 3383574.469691264, 410727.4909960221 3383552.5209117522, 410724.36974752246 3383539.8558457275, 410720.56822691474 3383529.8818561304, 410715.2961180703 3383520.598142644, 410708.85354104167 3383513.465289503, 410699.8399355984 3383505.322032201, 410682.8331328768 3383497.4688909445, 410663.4553817756 3383493.3372382843, 410626.6806718922 3383490.7562058717, 410614.9659860177 3383489.5857376847)"
558,5,174,True,4,highway,motorway,20.3,7.87,14,2100,"LINESTRING (423712.24489763693 3394791.2864177246, 423713.33033181116 3394783.4832964763)"
559,174,175,True,4,highway,motorway,20.3,87.19,14,2100,"LINESTRING (423715.6012401731 3394767.1467618626, 423727.5985390923 3394680.7522040415)"
560,175,140,True,3,highway,motorway,20.3,1422.82,14,2100,"LINESTRING (423728.70148026856 3394672.8290347746, 423739.3157259678 3394596.4484825553, 423789.05562192574 3394213.4252732797, 423813.26530580013 3394002.470891531, 423832.4329728673 3393804.8418399156, 423834.22368915274 3393704.7518039015, 423835.91436542413 3393612.064729074, 423836.89475758123 3393563.325233275, 423836.16446546454 3393458.963488581, 423825.63025177876 3393256.0123081123)"
561,21,176,True,1,highway,motorway_link,16.67,409.07,9,2500,"LINESTRING (423405.41216454154 3395181.0223120744, 423442.1568624209 3395175.600143207, 423502.5610240859 3395138.335237245, 423641.42657030455 3395002.3008234836, 423653.9915963149 3394983.073132407, 423667.0568224055 3394960.624152816, 423675.6502597811 3394939.0755333686, 423683.4433770269 3394905.3820559774)"
562,177,178,True,1,highway,motorway_link,16.67,363.96,9,4000,"LINESTRING (423619.8179268487 3395492.016709827, 423614.59583801206 3395421.968690621, 423603.3713482156 3395389.4056654125, 423582.4129648638 3395349.319631, 423571.02841104165 3395332.50290431, 423543.747498676 3395300.7702112314, 423523.0092033568 3395280.2019839417, 423501.15045986 3395259.423672618, 423472.82913132815 3395241.1463616937, 423445.22809091216 3395230.6521640145, 423416.10644225415 3395226.380455332)"
563,179,180,True,1,highway,motorway_link,16.67,556.76,9,4000,"LINESTRING (420035.5642253493 3404155.001903732, 419986.9647855738 3404073.2792146574, 419955.2020804918 3404017.21678969, 419876.6906759295 3403875.920271085, 419822.3089232274 3403779.7618077016, 419761.3245294702 3403670.2480021813)"
564,181,179,True,2,highway,motorway_link,16.67,92.01,9,4000,"LINESTRING (420085.3391353154 3404241.806625619, 420038.290315786 3404162.6949809613)"
565,182,183,True,1,highway,motorway_link,16.67,588.29,9,2500,"LINESTRING (419799.22969153547 3403675.2199909757, 419856.0724286303 3403769.9278741274, 419894.2777107436 3403828.6613675244, 420001.390555882 3403995.298022183, 420048.0392153455 3404069.7878181, 420064.23569393717 3404095.258006174, 420081.1924766507 3404114.3056252217, 420095.75830298127 3404128.3712514704, 420112.3749496396 3404139.5857372666, 420127.22088801477 3404149.2996228207, 420134.65386120434 3404152.9810954086)"
566,183,184,True,2,highway,motorway_link,16.67,91.33,9,2500,"LINESTRING (420142.5270104638 3404155.1069457484, 420143.88755468227 3404155.782215855, 420155.64225656283 3404160.334036584, 420173.9695874965 3404166.006305492, 420191.1664662464 3404169.8878581147, 420212.5350136659 3404172.218790485, 420231.45258069347 3404172.9490826023)"
567,184,12,True,1,highway,motorway_link,16.67,369.26,9,2500,"LINESTRING (420239.5158059825 3404171.678574399, 420271.62865112076 3404173.149162635, 420302.85114011617 3404169.5577260605, 420330.912364607 3404165.7462014514, 420356.6226487205 3404161.554524781, 420378.9515802933 3404156.922672039, 420410.30412130937 3404148.249202652, 420439.3257299545 3404138.8354371455, 420463.1952777727 3404130.071931744, 420488.59543783613 3404119.2576060137, 420507.5130048628 3404109.7838164982, 420529.1616643273 3404098.2592066536, 420545.93837501167 3404087.895060996, 420567.68707449205 3404074.4496828453, 420584.8839532432 3404061.3644487513)"
568,142,181,True,1,highway,motorway_link,16.67,663.4,9,4000,"LINESTRING (419886.2945174658 3404813.1951810294, 419894.7779108226 3404804.021511562, 420007.58303287264 3404690.476093397, 420039.70588201203 3404657.783016168, 420076.08043183177 3404611.254404723, 420092.5470184664 3404585.8942606663, 420106.4725886951 3404562.6049449397, 420117.5470184667 3404540.666169431, 420122.4489792511 3404526.5705311755, 420129.4217683674 3404506.0123078874, 420134.5838331938 3404483.4332762747, 420137.3949576442 3404463.865449143, 420140.60624215705 3404443.007105807, 420140.486194137 3404422.438878517, 420138.2953177871 3404396.628554389, 420136.22448945534 3404375.690179037, 420132.48299285694 3404357.252804086, 420125.8803518007 3404332.1927800784, 420119.567826791 3404312.6949809594, 420111.3945574825 3404292.3768537086, 420104.5318123851 3404275.8702510684, 420088.1152457583 3404249.4596868437)"
569,185,186,True,1,highway,motorway_link,16.67,465.65,9,2500,"LINESTRING (416289.90596202784 3406528.7514034854, 416361.7046815162 3406608.60334426, 416387.4049616286 3406623.8294346957, 416431.6226487028 3406631.1923798732, 416471.6786711119 3406635.0039044837, 416509.63385318464 3406633.48329624, 416548.8995594686 3406631.342439897, 416588.6554618299 3406624.109546741, 416625.46018371836 3406615.866249421, 416656.0224086084 3406606.9026639867, 416708.3833529859 3406586.404464708)"
570,187,32,True,1,highway,motorway_link,16.67,59.89,9,2500,"LINESTRING (416798.8495394612 3406543.947481916, 416818.28731457173 3406534.063528335, 416853.6014402209 3406519.737798042)"
571,186,187,True,1,highway,motorway_link,16.67,79.06,9,2500,"LINESTRING (416727.4509800374 3406578.9314755118, 416798.6194474241 3406544.447681996)"
572,188,189,True,1,highway,motorway_link,16.67,37.78,9,4000,"LINESTRING (416053.4213681885 3406935.5241125594, 416085.654261346 3406915.7762133996)"
573,189,36,True,1,highway,motorway_link,16.67,88.92,9,4000,"LINESTRING (416085.74429736065 3406915.7261933936, 416101.5706278932 3406907.4828960737, 416163.1052417395 3406871.828634369)"
574,190,191,True,3,highway,motorway,20.3,1284.48,14,2100,"LINESTRING (408231.7326926852 3407527.0507231946, 408297.9991992883 3407542.536917672, 408413.9955978495 3407569.5077059865, 408501.2304918054 3407589.7858172306, 408617.4369743989 3407616.8166295555, 408699.1796714786 3407632.4228720525, 408733.20328092296 3407639.7458012234, 408850.7603037332 3407659.713788418, 408914.58583394496 3407670.5681301546, 409008.39335695456 3407685.5641285526, 409146.16846699856 3407703.3212313927, 409271.0684269839 3407716.586537516, 409419.3777507128 3407728.401263406, 409497.9191672802 3407733.1331561636)"
575,192,193,True,4,highway,motorway,20.3,62.71,14,2100,"LINESTRING (403606.7827126736 3407350.4275739384, 403669.1876746596 3407356.81262796)"
576,193,194,True,4,highway,motorway,20.3,204.82,14,2100,"LINESTRING (403677.1208479272 3407357.5904390854, 403881.7201876645 3407368.662367857)"
577,194,190,True,3,highway,motorway,20.3,4349.27,14,2100,"LINESTRING (403889.7058819424 3407369.0975419255, 403903.151260093 3407369.8178300397, 404118.85754260747 3407375.7201909856, 404353.8715482111 3407374.2095867423, 404574.6098435294 3407368.0971417655, 404846.7286910703 3407351.3604470883, 405065.32613004657 3407331.652563934, 405105.9223685418 3407328.0011033504, 405147.58903520956 3407323.2191905854, 405371.42857102427 3407303.8514434877, 405856.73269267485 3407256.6625679373, 405977.781112043 3407245.3680501305, 406124.84993957536 3407232.5629280834, 406319.47779071657 3407219.4676899877, 406609.8739491822 3407214.515709195, 406832.7931168486 3407230.061927682, 407097.4789912002 3407265.3660493298, 407525.0100036061 3407361.094340645, 407694.9779908032 3407402.1507632127, 407817.4269703943 3407430.432075736, 408089.20568188024 3407493.727393864, 408202.1008399444 3407520.127954088)"
578,70,192,True,3,highway,motorway,20.3,1668.56,14,2100,"LINESTRING (401945.95838293404 3407143.807425885, 401988.3353337153 3407149.819830847, 402136.22448937775 3407169.127553934, 402211.50460142293 3407178.0211113575, 402388.63545376435 3407203.741399474, 402618.8075225925 3407237.4348768624, 402929.8019203535 3407276.6805751417, 403167.9471784574 3407309.473692388, 403275.2000796188 3407322.2187904273, 403341.14645817195 3407330.3120277207, 403482.55302079726 3407342.937077739, 403601.8307318825 3407351.5805351236)"
579,51,50,True,3,highway,motorway,20.3,1039.34,14,2100,"LINESTRING (399606.1324525559 3387928.3212317936, 399592.31692634546 3387938.725393458, 399520.83833491075 3387990.796221791, 399454.07162822696 3388047.088738795, 399394.1776706432 3388102.2708116225, 399307.6130447926 3388186.484497095, 399255.42216844135 3388249.129555117, 399210.64425727725 3388302.0107075777, 399170.19807880546 3388355.5221121367, 399083.38335291593 3388483.903464676, 399036.63465343544 3388565.115949669, 399016.6766702413 3388605.1119480687, 398978.9015601962 3388682.352844425, 398968.9375746038 3388704.221591922, 398962.73509361007 3388719.3376383414, 398959.7438971316 3388725.490099326)"
580,195,196,True,4,highway,motorway_link,16.67,96.1,9,4000,"LINESTRING (423077.49349707284 3395229.426673818, 422981.4075626987 3395232.773012356)"
581,180,197,True,4,highway,motorway_link,16.67,96.09,9,4000,"LINESTRING (419761.55962350796 3403660.92427269, 419724.3597435563 3403596.5685303938, 419714.3657459568 3403577.200783295)"
582,25,30,True,3,highway,motorway,20.3,2295.3,14,2100,"LINESTRING (397547.99919924384 3398335.4840967306, 397548.6094433422 3398340.386057514, 397571.2685069668 3398489.075533304, 397593.8975585897 3398623.319230779, 397635.7543012855 3398876.830635335, 397642.7070823981 3398922.3088266104, 397651.6106438225 3398979.581735773, 397680.11204438214 3399178.4312755857, 397705.0820323788 3399374.919871019, 397715.9763901203 3399497.9090666953, 397725.72028767987 3399618.4872979843, 397738.0252096488 3399797.388858607, 397743.1872744746 3399972.528914625, 397747.64905918797 3400041.386457642, 397749.77991152904 3400172.5389186214, 397749.8399355394 3400180.4520838894, 397752.8711480238 3400338.655365198, 397759.31372505456 3400540.6961815213, 397761.2044813588 3400593.2872179337, 397762.85514162167 3400618.037117892)"
583,198,199,True,1,highway,motorway_link,16.67,596.76,9,4000,"LINESTRING (397510.3341332179 3397140.536117563, 397509.9939971628 3397159.1835765466, 397508.11324486334 3397245.728194392, 397508.28331288917 3397304.581735807, 397512.1248495036 3397334.0335165192, 397517.65706238896 3397358.253204394, 397525.1900755949 3397376.5205113166, 397536.34453738004 3397394.007506114, 397550.680271675 3397411.4945009113, 397561.42456939176 3397421.668570539, 397571.8687470632 3397429.3516437677, 397594.91796675103 3397442.99710195, 397619.7278907215 3397450.960287225, 397645.0480187726 3397454.4816957884, 397670.6782708729 3397453.0711315637, 397692.6370543869 3397448.499302831, 397710.51420524763 3397437.234797029, 397741.1864741548 3397414.2355973497, 397824.27971144987 3397355.8822560143)"
584,200,94,True,1,highway,motorway_link,16.67,71.55,9,2500,"LINESTRING (407795.5782309036 3384078.0511238277, 407787.20488156314 3384080.231996177, 407734.2837130963 3384095.4981026184, 407726.6006398671 3384097.0887388727)"
585,201,200,True,1,highway,motorway_link,16.67,87.62,9,2500,"LINESTRING (407880.3421364664 3384052.841039793, 407848.409363357 3384064.115549596, 407834.03361305705 3384068.0271142237, 407802.2008799636 3384076.5205115816, 407796.4285710401 3384077.9710918143)"
586,103,202,True,3,highway,motorway,20.3,1285.18,14,2100,"LINESTRING (398574.2096834439 3390751.1603673925, 398550.8003196979 3390841.3964618286, 398527.7310920065 3390921.4884986407, 398508.6134449497 3390987.9150692676, 398419.41776667675 3391264.6557655404, 398383.27330889343 3391377.070731524, 398336.70468144154 3391535.3540448467, 398277.6910759995 3391728.7013837774, 398266.9667862834 3391770.748202506, 398221.388554991 3391956.562528232, 398213.6154457466 3391982.7630084227, 398213.23529368604 3391984.6837767316)"
587,199,203,True,3,highway,motorway_link,16.67,650.55,9,4000,"LINESTRING (397830.68227247545 3397351.2003832655, 398348.869547387 3396957.4628882743)"
588,204,205,True,5,highway,motorway_link,16.67,116.63,9,2500,"LINESTRING (414451.8607439364 3384348.5093070916, 414458.71348503424 3384232.0327164587)"
589,205,59,True,5,highway,motorway_link,16.67,96.71,9,2500,"LINESTRING (414457.8731488988 3384231.8026244235, 414464.1056418967 3384135.254004977)"
590,206,207,True,5,highway,motorway_link,16.67,69.68,9,4000,"LINESTRING (414531.24249663844 3384282.9130686, 414530.0020004394 3384352.61094775)"
591,91,206,True,5,highway,motorway_link,16.67,92.35,9,4000,"LINESTRING (414531.7326927179 3384190.235997773, 414531.2825126448 3384282.622952553)"
592,7,208,True,2,highway,motorway_link,16.67,60.53,9,4000,"LINESTRING (408289.6408559561 3384103.4612878924, 408299.87995159323 3384163.1451614415)"
